Code,mmddyy,Road_segement,Class,Order,Family,Species,UTMzone,Xcoordinate,Ycoordinate,Time,Altitud_m,Land_cover
D48CH141,6/21/14,Chaco,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,180864,9951038,10:01,1824,P
D18CH45,10/4/2014,Chaco,Reptilia,Squamata,Colubridae,Dipsas gracilis,18M,180872,9951049,13:17,1831,P
D63CO139,3/8/2014,Cotundo,Aves,Passeriformes,Corvidae,Cyanocorax Yncas,18M,180917,9948968,13:06,1923,P
D32CH74,4/5/2014,Chaco,Mammalia,Chiroptera,Phyllostomidae,Anoura sp.,18M,180989,9951150,13:18,1826,P
D34CH85,5/16/14,Chaco,Reptilia,Squamata,Colubridae,Dipsas sp.,18M,181061,9951222,13:14,1828,P
D51CH149,6/29/14,Chaco,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla sp.,18M,181107,9951248,9:42,1828,P
D55CH171,12/7/2014,Chaco,Aves,Passeriformes,Hirundinidae,Notiochelidon cyanoleuca,18M,181111,9951247,12:59,1833,P
D55CO117,12/7/2014,Cotundo,Aves,Passeriforme,Emberizidae,Zonotrichia capensis,18M,181254,9935734,10:24,1954,P
D27CH63,4/29/14,Chaco,Reptilia,Squamata,Colubridae,Dipsas sp.,18M,181344,9951440,10:50,1821,P
D56CH172,7/13/14,Chaco,Amphibia,Gymnophiona,Caeciliidae,Caecilia sp.,18M,181412,9951485,8:59,1818,P
D56CH173,7/13/14,Chaco,Aves,Passeriformes,,,18M,181467,9951520,9:01,1819,P
D62CH186,2/8/2014,Chaco,Aves,Passeriformes,Icteridae,Psarocolius angustifrons,18M,181480,9951538,15:15,1806,P
D12CH32,3/28/14,Chaco,Aves,Passeriformes,,,18M,181520,9951557,10:48,1825,P
D9CH26,3/14/14,Chaco,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,181796,9951734,9:59,1826,P
D19CH48,11/4/2014,Chaco,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,181802,9951737,12:42,1825,P
D46CH131,6/15/14,Chaco,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,181815,9951745,13:29,1828,P
D62CO135,2/8/2014,Cotundo,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,181836,9935409,12:31,1970,P
D46CH130,6/15/14,Chaco,Aves,Passeriformes,Thraupidae,Diglossa albilatera,18M,181853,9951764,13:25,1822,P
D24CH58,4/18/14,Chaco,Aves,Passeriformes,Emberizidae,Zonotrichia capensis,18M,181940,9951810,11:34,1821,P
D53CO115,6/7/2014,Cotundo,Amphibia,Gymnophiona,Caeciliidae,Caecilia sp.,18M,182010,9935270,12:48,1969,P
D25CH60,4/25/14,Chaco,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,182619,9952650,13:51,1749,P
D41CH114,1/6/2014,Chaco,Mammalia,Chiroptera,Phyllostomidae,,18M,182635,9952687,13:26,1743,P
D32CO59,4/5/2014,Cotundo,Mammalia,Didelphimorphia,Didelphidae,Didelphis pernigra,18M,182892,9934215,11:01,2026,P
